yop_kodu,kullanilan_tercih_2022,kullanilan_tercih_2023,kullanilan_tercih_2024,bos_birakilan_tercih_2022,bos_birakilan_tercih_2023,bos_birakilan_tercih_2024,ortalama_kullanilan_tercih_2022,ortalama_kullanilan_tercih_2023,ortalama_kullanilan_tercih_2024
100390138,1106.0,1011.0,1099.0,622.0,717.0,629.0,15.0,14.0,15.0
100390139,980.0,750.0,678.0,460.0,690.0,522.0,16.0,13.0,14.0
100390177,1021.0,924.0,932.0,419.0,516.0,268.0,17.0,15.0,19.0
100390222,777.0,757.0,894.0,927.0,971.0,954.0,11.0,11.0,12.0
100390223,1014.0,973.0,1060.0,426.0,467.0,500.0,17.0,16.0,16.0
100390224,467.0,343.0,451.0,277.0,401.0,389.0,15.0,11.0,13.0
100390229,1235.0,1002.0,1059.0,493.0,726.0,765.0,17.0,14.0,14.0
100390230,1084.0,832.0,1022.0,404.0,656.0,706.0,17.0,13.0,14.0
100390390,,,985.0,,,503.0,,,16.0
100390397,,,439.0,,,305.0,,,14.0
100390404,,,856.0,,,632.0,,,14.0
100390411,,,1080.0,,,648.0,,,15.0
100390418,,,1124.0,,,604.0,,,16.0
401110145,,,,,,,,,
301710010,107.0,197.0,226.0,37.0,43.0,158.0,18.0,20.0,14.0
301710011,159.0,251.0,226.0,33.0,109.0,134.0,20.0,17.0,15.0
301710012,230.0,267.0,263.0,154.0,141.0,73.0,14.0,16.0,19.0
301710013,406.0,386.0,236.0,170.0,406.0,244.0,17.0,12.0,12.0
301710014,24.0,,,,,,24.0,,
301710021,188.0,111.0,122.0,28.0,33.0,46.0,21.0,19.0,17.0
301710028,11.0,78.0,15.0,13.0,18.0,33.0,11.0,20.0,8.0
301710035,,95.0,44.0,,25.0,28.0,,19.0,15.0
301710042,,164.0,261.0,,52.0,99.0,,18.0,17.0
301710049,,39.0,16.0,,33.0,8.0,,13.0,16.0
301710056,,130.0,191.0,,86.0,121.0,,14.0,15.0
301710063,,187.0,149.0,,101.0,115.0,,16.0,14.0
301710070,,171.0,167.0,,45.0,25.0,,19.0,21.0
301710077,,31.0,,,17.0,,,16.0,
301710091,,,108.0,,,60.0,,,15.0
200510094,600.0,680.0,595.0,864.0,784.0,845.0,10.0,11.0,10.0
200510101,122.0,187.0,208.0,118.0,77.0,152.0,12.0,17.0,14.0
200510119,74.0,42.0,64.0,46.0,54.0,32.0,15.0,11.0,16.0
200510128,240.0,261.0,206.0,240.0,171.0,178.0,12.0,15.0,13.0
200510182,224.0,192.0,178.0,136.0,72.0,134.0,15.0,17.0,14.0
200510191,87.0,92.0,104.0,105.0,76.0,64.0,11.0,13.0,15.0
200510207,343.0,306.0,361.0,377.0,414.0,431.0,11.0,10.0,11.0
200510216,236.0,260.0,207.0,268.0,244.0,225.0,11.0,12.0,12.0
200510225,58.0,47.0,61.0,110.0,97.0,59.0,8.0,8.0,12.0
200510234,206.0,210.0,169.0,298.0,294.0,287.0,10.0,10.0,9.0
200510252,301.0,283.0,158.0,251.0,245.0,202.0,13.0,13.0,11.0
200510261,67.0,72.0,84.0,125.0,96.0,84.0,8.0,10.0,12.0
200510279,278.0,214.0,283.0,322.0,386.0,389.0,11.0,9.0,10.0
200510313,214.0,198.0,351.0,122.0,138.0,225.0,15.0,14.0,15.0
200510322,120.0,92.0,113.0,96.0,100.0,79.0,13.0,12.0,14.0
200510331,598.0,669.0,642.0,530.0,459.0,510.0,13.0,14.0,13.0
200510349,154.0,166.0,164.0,206.0,146.0,148.0,10.0,13.0,13.0
200510358,350.0,386.0,328.0,250.0,214.0,320.0,14.0,15.0,12.0
200510367,120.0,97.0,138.0,72.0,71.0,54.0,15.0,14.0,17.0
200510401,496.0,128.0,30.0,464.0,232.0,18.0,12.0,9.0,15.0
200510419,167.0,167.0,103.0,97.0,49.0,65.0,15.0,19.0,15.0
200510428,544.0,631.0,507.0,584.0,497.0,357.0,12.0,13.0,14.0
200510437,171.0,203.0,229.0,189.0,109.0,131.0,11.0,16.0,15.0
200510473,421.0,401.0,182.0,323.0,343.0,154.0,14.0,13.0,13.0
200510482,203.0,205.0,209.0,109.0,59.0,55.0,16.0,19.0,19.0
200510491,900.0,862.0,845.0,780.0,818.0,883.0,13.0,12.0,12.0
200510507,209.0,204.0,246.0,151.0,108.0,90.0,14.0,16.0,18.0
200510516,43.0,27.0,,5.0,21.0,,22.0,14.0,
200510525,50.0,47.0,57.0,46.0,25.0,39.0,13.0,16.0,14.0
200510534,501.0,595.0,64.0,483.0,317.0,80.0,12.0,16.0,11.0
200510543,155.0,148.0,200.0,133.0,92.0,64.0,13.0,15.0,18.0
200510552,733.0,804.0,279.0,635.0,564.0,153.0,13.0,14.0,16.0
200510561,197.0,214.0,248.0,163.0,98.0,88.0,13.0,16.0,18.0
200510579,489.0,518.0,485.0,351.0,322.0,475.0,14.0,15.0,12.0
200510588,131.0,108.0,172.0,133.0,108.0,68.0,12.0,12.0,17.0
200510597,300.0,296.0,289.0,420.0,424.0,455.0,10.0,10.0,9.0
200510613,268.0,201.0,227.0,308.0,375.0,277.0,11.0,8.0,11.0
200510622,121.0,89.0,181.0,239.0,223.0,107.0,8.0,7.0,15.0
200510649,414.0,461.0,308.0,546.0,499.0,412.0,10.0,12.0,10.0
200510658,385.0,306.0,324.0,527.0,606.0,564.0,10.0,8.0,9.0
200510667,269.0,241.0,253.0,283.0,311.0,371.0,12.0,10.0,10.0
200510676,290.0,232.0,242.0,310.0,368.0,334.0,12.0,9.0,10.0
200510685,415.0,536.0,416.0,497.0,376.0,376.0,11.0,14.0,13.0
200510694,588.0,641.0,480.0,492.0,439.0,552.0,13.0,14.0,11.0
200510701,160.0,216.0,213.0,200.0,144.0,195.0,11.0,14.0,13.0
200510719,284.0,283.0,184.0,268.0,269.0,176.0,12.0,12.0,12.0
200510728,395.0,388.0,309.0,325.0,332.0,387.0,13.0,13.0,11.0
200510737,345.0,359.0,390.0,327.0,313.0,234.0,12.0,13.0,15.0
200510782,666.0,714.0,474.0,702.0,654.0,510.0,12.0,13.0,12.0
200510791,161.0,128.0,122.0,175.0,160.0,118.0,12.0,11.0,12.0
200510888,50.0,30.0,11.0,70.0,18.0,13.0,10.0,15.0,11.0
200510897,79.0,62.0,41.0,65.0,58.0,55.0,13.0,12.0,10.0
200510904,390.0,261.0,128.0,330.0,267.0,88.0,13.0,12.0,14.0
200510922,41.0,42.0,49.0,31.0,54.0,47.0,14.0,11.0,12.0
200510949,66.0,56.0,36.0,30.0,16.0,36.0,17.0,19.0,12.0
200510958,273.0,401.0,203.0,207.0,199.0,181.0,14.0,16.0,13.0
200510967,129.0,110.0,90.0,63.0,82.0,30.0,16.0,14.0,18.0
200510976,308.0,316.0,202.0,364.0,380.0,230.0,11.0,11.0,11.0
200511011,731.0,682.0,281.0,589.0,638.0,223.0,13.0,12.0,13.0
200511029,166.0,198.0,214.0,170.0,90.0,122.0,12.0,17.0,15.0
200511038,337.0,317.0,272.0,311.0,331.0,328.0,12.0,12.0,11.0
200511047,272.0,272.0,286.0,208.0,208.0,194.0,14.0,14.0,14.0
200511056,85.0,75.0,73.0,83.0,69.0,71.0,12.0,13.0,12.0
200511065,249.0,310.0,232.0,279.0,218.0,296.0,11.0,14.0,11.0
200511108,343.0,293.0,300.0,257.0,307.0,348.0,14.0,12.0,11.0
200511117,86.0,55.0,79.0,106.0,113.0,89.0,11.0,8.0,11.0
200511126,274.0,220.0,138.0,254.0,308.0,222.0,12.0,10.0,9.0
200511135,350.0,295.0,310.0,250.0,305.0,290.0,14.0,12.0,12.0
200511171,109.0,122.0,235.0,131.0,118.0,149.0,11.0,12.0,15.0
200511189,83.0,27.0,45.0,13.0,45.0,51.0,21.0,9.0,11.0
200511198,225.0,154.0,188.0,135.0,206.0,172.0,15.0,10.0,13.0
200511241,96.0,96.0,131.0,192.0,144.0,109.0,8.0,10.0,13.0
200511259,941.0,1240.0,1132.0,763.0,464.0,524.0,13.0,17.0,16.0
200511417,284.0,292.0,198.0,316.0,308.0,282.0,11.0,12.0,10.0
200511435,147.0,94.0,21.0,117.0,74.0,27.0,13.0,13.0,11.0
200511444,54.0,59.0,59.0,66.0,37.0,37.0,11.0,15.0,15.0
200511498,92.0,121.0,125.0,124.0,71.0,67.0,10.0,15.0,16.0
200511505,176.0,194.0,210.0,256.0,238.0,246.0,10.0,11.0,11.0
200511514,235.0,289.0,287.0,245.0,191.0,241.0,12.0,14.0,13.0
200511523,381.0,377.0,399.0,459.0,391.0,417.0,11.0,12.0,12.0
200511559,1600.0,1113.0,469.0,1280.0,1119.0,539.0,13.0,12.0,11.0
200511568,245.0,221.0,171.0,283.0,259.0,237.0,11.0,11.0,10.0
200511602,,,73.0,,,47.0,,,15.0
200511611,,,106.0,,,62.0,,,15.0
200511629,,,48.0,,,,,,24.0
200511638,90.0,75.0,52.0,30.0,45.0,68.0,18.0,15.0,10.0
200511665,109.0,146.0,73.0,155.0,70.0,167.0,10.0,16.0,7.0
200511674,339.0,491.0,536.0,621.0,469.0,616.0,8.0,12.0,11.0
200511726,249.0,199.0,173.0,351.0,401.0,379.0,10.0,8.0,8.0
200511735,349.0,275.0,244.0,107.0,205.0,236.0,18.0,14.0,12.0
200511744,400.0,462.0,432.0,344.0,306.0,336.0,13.0,14.0,14.0
200590136,394.0,305.0,198.0,302.0,199.0,186.0,14.0,15.0,12.0
200590137,120.0,153.0,55.0,96.0,63.0,65.0,13.0,17.0,11.0
200590143,50.0,44.0,67.0,70.0,52.0,29.0,10.0,11.0,17.0
200590144,1052.0,677.0,205.0,580.0,403.0,131.0,15.0,15.0,15.0
200590145,148.0,104.0,142.0,140.0,136.0,74.0,12.0,10.0,16.0
200590152,237.0,281.0,187.0,291.0,439.0,245.0,11.0,9.0,10.0
200590153,226.0,204.0,268.0,518.0,540.0,476.0,7.0,7.0,9.0
200590157,52.0,49.0,35.0,20.0,23.0,37.0,17.0,16.0,12.0
200590158,225.0,230.0,273.0,183.0,178.0,135.0,13.0,14.0,16.0
200590163,265.0,319.0,389.0,335.0,281.0,259.0,11.0,13.0,14.0
200590164,138.0,153.0,140.0,78.0,39.0,76.0,15.0,19.0,16.0
200590165,300.0,300.0,377.0,372.0,372.0,391.0,11.0,11.0,12.0
200590172,227.0,128.0,174.0,133.0,64.0,66.0,15.0,16.0,17.0
200590173,73.0,41.0,34.0,119.0,31.0,38.0,9.0,14.0,11.0
200590174,376.0,180.0,147.0,344.0,180.0,213.0,13.0,12.0,10.0
200590175,342.0,442.0,292.0,306.0,206.0,260.0,13.0,16.0,13.0
200590176,110.0,118.0,170.0,82.0,50.0,22.0,14.0,17.0,21.0
200590177,264.0,274.0,261.0,240.0,230.0,123.0,13.0,13.0,16.0
200590186,67.0,161.0,181.0,101.0,79.0,107.0,10.0,16.0,15.0
200590187,78.0,66.0,82.0,18.0,30.0,38.0,20.0,17.0,16.0
200590188,196.0,229.0,234.0,188.0,251.0,294.0,12.0,11.0,11.0
200590189,259.0,249.0,226.0,293.0,303.0,182.0,11.0,11.0,13.0
200590190,47.0,50.0,53.0,121.0,118.0,115.0,7.0,7.0,8.0
200590191,222.0,143.0,192.0,258.0,337.0,360.0,11.0,7.0,8.0
200590192,151.0,149.0,222.0,41.0,43.0,114.0,19.0,19.0,16.0
200590193,40.0,43.0,53.0,56.0,29.0,43.0,10.0,14.0,13.0
200590194,210.0,194.0,170.0,198.0,214.0,190.0,12.0,11.0,11.0
200590215,92.0,71.0,92.0,52.0,73.0,52.0,15.0,12.0,15.0
200590222,494.0,301.0,50.0,202.0,251.0,46.0,17.0,13.0,13.0
200590229,57.0,75.0,188.0,63.0,45.0,124.0,11.0,15.0,14.0
200590236,100.0,123.0,388.0,68.0,117.0,500.0,14.0,12.0,10.0
200590250,,,59.0,,,37.0,,,15.0
200590257,,,203.0,,,253.0,,,11.0
200590264,,,61.0,,,83.0,,,10.0
200590271,,,60.0,,,60.0,,,12.0
200590278,,,200.0,,,160.0,,,13.0
200590285,,,206.0,,,322.0,,,9.0
101510011,520.0,417.0,404.0,224.0,327.0,340.0,17.0,13.0,13.0
101510029,937.0,951.0,875.0,503.0,537.0,373.0,16.0,15.0,17.0
101510038,355.0,422.0,423.0,149.0,202.0,201.0,17.0,16.0,16.0
101510047,392.0,471.0,604.0,112.0,273.0,260.0,19.0,15.0,17.0
101510056,760.0,889.0,885.0,488.0,359.0,363.0,15.0,17.0,17.0
101510065,748.0,588.0,433.0,500.0,660.0,551.0,14.0,11.0,11.0
101510074,1245.0,1094.0,350.0,723.0,874.0,394.0,15.0,13.0,11.0
101510083,1258.0,1081.0,400.0,710.0,887.0,344.0,15.0,13.0,13.0
101510108,1176.0,1156.0,1210.0,504.0,524.0,518.0,17.0,17.0,17.0
101510117,929.0,1004.0,971.0,535.0,436.0,589.0,15.0,17.0,15.0
101510126,470.0,735.0,812.0,298.0,393.0,316.0,15.0,16.0,17.0
101510144,1464.0,1463.0,1621.0,768.0,769.0,731.0,16.0,16.0,17.0
101510153,1728.0,1574.0,1320.0,744.0,898.0,648.0,17.0,15.0,16.0
101510171,319.0,183.0,28.0,161.0,81.0,20.0,16.0,17.0,14.0
101510189,936.0,742.0,103.0,312.0,506.0,137.0,18.0,14.0,10.0
101510205,846.0,913.0,373.0,354.0,527.0,323.0,17.0,15.0,13.0
101510214,979.0,878.0,535.0,461.0,562.0,425.0,16.0,15.0,13.0
101510223,403.0,462.0,140.0,101.0,162.0,28.0,19.0,18.0,20.0
101510232,320.0,432.0,376.0,160.0,168.0,248.0,16.0,17.0,14.0
101510241,1162.0,1151.0,901.0,518.0,529.0,299.0,17.0,16.0,18.0
101510259,826.0,708.0,661.0,374.0,492.0,299.0,17.0,14.0,17.0
101510268,799.0,749.0,786.0,449.0,499.0,462.0,15.0,14.0,15.0
101510277,247.0,257.0,298.0,233.0,223.0,206.0,12.0,13.0,14.0
101510286,800.0,666.0,689.0,400.0,534.0,511.0,16.0,13.0,14.0
101510295,1850.0,1768.0,1778.0,310.0,392.0,502.0,21.0,20.0,19.0
101510302,1847.0,1667.0,1553.0,553.0,733.0,847.0,18.0,17.0,16.0
101510408,1205.0,1121.0,1019.0,523.0,607.0,709.0,17.0,16.0,14.0
101510417,1056.0,1051.0,861.0,672.0,677.0,867.0,15.0,15.0,12.0
101510435,3320.0,3151.0,3316.0,520.0,689.0,764.0,21.0,20.0,20.0
101510471,1006.0,1064.0,1175.0,674.0,616.0,745.0,14.0,15.0,15.0
101510489,811.0,740.0,672.0,389.0,484.0,312.0,16.0,15.0,16.0
101510523,969.0,843.0,869.0,519.0,645.0,739.0,16.0,14.0,13.0
101510541,861.0,814.0,635.0,579.0,626.0,325.0,14.0,14.0,16.0
101510559,977.0,887.0,1106.0,511.0,601.0,742.0,16.0,14.0,14.0
101510568,812.0,738.0,936.0,628.0,750.0,792.0,14.0,12.0,13.0
101510577,621.0,606.0,655.0,339.0,378.0,329.0,16.0,15.0,16.0
101510586,663.0,765.0,617.0,537.0,435.0,583.0,13.0,15.0,12.0
101510595,143.0,199.0,369.0,25.0,89.0,135.0,20.0,17.0,18.0
101510674,1355.0,1493.0,1386.0,445.0,307.0,414.0,18.0,20.0,18.0
101590104,881.0,873.0,1021.0,607.0,615.0,707.0,14.0,14.0,14.0
101590106,989.0,770.0,861.0,475.0,670.0,579.0,16.0,13.0,14.0
101590107,615.0,526.0,552.0,369.0,458.0,432.0,15.0,13.0,13.0
101590114,1323.0,1141.0,993.0,357.0,539.0,447.0,19.0,16.0,17.0
101590128,1072.0,1082.0,1064.0,368.0,358.0,496.0,18.0,18.0,16.0
101590157,1257.0,989.0,1174.0,423.0,691.0,506.0,18.0,14.0,17.0
101590189,853.0,690.0,787.0,371.0,558.0,677.0,17.0,13.0,13.0
101590196,908.0,753.0,871.0,340.0,495.0,569.0,17.0,14.0,15.0
101590210,723.0,656.0,655.0,237.0,328.0,329.0,18.0,16.0,16.0
101590217,566.0,568.0,677.0,394.0,392.0,403.0,14.0,14.0,15.0
101590259,,17.0,28.0,,7.0,20.0,,17.0,14.0
101590273,,,1200.0,,,1200.0,,,12.0
101590280,,,118.0,,,122.0,,,12.0
110610017,1770.0,1567.0,1605.0,390.0,593.0,555.0,20.0,17.0,18.0
110610026,,,504.0,,,240.0,,,16.0
110610044,1135.0,955.0,948.0,353.0,533.0,540.0,18.0,15.0,15.0
110610053,1003.0,906.0,975.0,485.0,582.0,753.0,16.0,15.0,14.0
110610062,1492.0,1347.0,1330.0,476.0,621.0,902.0,18.0,16.0,14.0
110610071,1000.0,774.0,1056.0,488.0,690.0,672.0,16.0,13.0,15.0
110610089,1066.0,898.0,1033.0,422.0,590.0,695.0,17.0,14.0,14.0
110610105,682.0,727.0,733.0,806.0,761.0,707.0,11.0,12.0,12.0
110610114,816.0,686.0,819.0,648.0,802.0,885.0,13.0,11.0,12.0
110610123,916.0,767.0,1002.0,332.0,481.0,606.0,18.0,15.0,15.0
110670125,828.0,777.0,1000.0,612.0,663.0,680.0,14.0,13.0,14.0
110670127,1038.0,861.0,468.0,450.0,627.0,276.0,17.0,14.0,15.0
110670129,981.0,966.0,414.0,507.0,522.0,330.0,16.0,16.0,13.0
110670131,1293.0,1172.0,1381.0,387.0,508.0,419.0,18.0,17.0,18.0
110670132,969.0,920.0,918.0,711.0,808.0,906.0,14.0,13.0,12.0
110670133,1052.0,1056.0,439.0,628.0,624.0,281.0,15.0,15.0,15.0
110670135,429.0,389.0,571.0,315.0,331.0,269.0,14.0,13.0,16.0
110670136,678.0,681.0,396.0,306.0,303.0,348.0,17.0,17.0,13.0
110670137,687.0,784.0,954.0,153.0,464.0,414.0,20.0,15.0,17.0
110670146,1061.0,1123.0,1229.0,379.0,317.0,331.0,18.0,19.0,19.0
110670154,921.0,791.0,866.0,567.0,649.0,694.0,15.0,13.0,13.0
110670156,1325.0,1262.0,1276.0,403.0,466.0,452.0,18.0,18.0,18.0
110670157,710.0,606.0,594.0,274.0,378.0,390.0,17.0,15.0,14.0
110670169,1317.0,1334.0,1407.0,363.0,346.0,513.0,19.0,19.0,18.0
110670170,779.0,807.0,843.0,181.0,153.0,117.0,19.0,20.0,21.0
110670172,792.0,565.0,866.0,192.0,419.0,622.0,19.0,14.0,14.0
110670190,698.0,426.0,505.0,286.0,534.0,455.0,17.0,11.0,13.0
110670232,598.0,588.0,703.0,386.0,372.0,425.0,15.0,15.0,15.0
110670246,,955.0,874.0,,533.0,590.0,,15.0,14.0
110670302,,,546.0,,,438.0,,,13.0
110670309,,,786.0,,,702.0,,,13.0
101610028,413.0,380.0,371.0,307.0,340.0,349.0,14.0,13.0,12.0
101610037,856.0,576.0,603.0,128.0,408.0,381.0,21.0,14.0,15.0
101610046,728.0,659.0,953.0,256.0,325.0,535.0,18.0,16.0,15.0
101610055,540.0,612.0,850.0,204.0,372.0,638.0,17.0,15.0,14.0
101610064,1079.0,853.0,1093.0,409.0,635.0,635.0,17.0,14.0,15.0
101610073,819.0,798.0,1009.0,429.0,426.0,431.0,16.0,16.0,17.0
101610082,148.0,352.0,443.0,20.0,152.0,181.0,21.0,17.0,17.0
101610091,,,19.0,,,29.0,,,10.0
101610116,,,131.0,,,37.0,,,19.0
101610125,330.0,132.0,,102.0,84.0,,18.0,15.0,
101610134,1095.0,925.0,1014.0,153.0,323.0,186.0,21.0,18.0,20.0
101610143,953.0,892.0,859.0,295.0,356.0,389.0,18.0,17.0,17.0
101610161,1072.0,956.0,697.0,416.0,532.0,287.0,17.0,15.0,17.0
101610179,971.0,925.0,403.0,469.0,563.0,317.0,16.0,15.0,13.0
101610197,603.0,527.0,547.0,141.0,217.0,197.0,19.0,17.0,18.0
101610204,734.0,656.0,502.0,250.0,328.0,218.0,18.0,16.0,17.0
101610231,1019.0,916.0,419.0,469.0,572.0,325.0,16.0,15.0,14.0
101610249,994.0,977.0,83.0,206.0,271.0,85.0,20.0,19.0,12.0
101610258,986.0,861.0,881.0,238.0,339.0,343.0,19.0,17.0,17.0
101610285,1133.0,1073.0,562.0,355.0,415.0,158.0,18.0,17.0,19.0
101610294,582.0,556.0,504.0,162.0,188.0,240.0,19.0,18.0,16.0
101610319,1187.0,1140.0,1287.0,205.0,348.0,297.0,20.0,18.0,20.0
101610337,388.0,394.0,428.0,116.0,110.0,196.0,18.0,19.0,16.0
101690090,1445.0,1376.0,690.0,475.0,544.0,270.0,18.0,17.0,17.0
101690091,631.0,514.0,814.0,353.0,470.0,434.0,15.0,13.0,16.0
101690093,1588.0,1543.0,1596.0,332.0,401.0,492.0,20.0,19.0,18.0
101690094,523.0,820.0,750.0,101.0,164.0,234.0,20.0,20.0,18.0
101690096,1193.0,890.0,533.0,295.0,574.0,427.0,19.0,15.0,13.0
101690097,553.0,436.0,416.0,191.0,284.0,328.0,18.0,15.0,13.0
101690098,769.0,882.0,1017.0,431.0,318.0,423.0,15.0,18.0,17.0
101690100,1479.0,1420.0,1440.0,321.0,380.0,360.0,20.0,19.0,19.0
101690108,699.0,517.0,585.0,285.0,467.0,543.0,17.0,13.0,12.0
101690109,1057.0,853.0,940.0,431.0,635.0,548.0,17.0,14.0,15.0
101690110,343.0,270.0,404.0,161.0,234.0,220.0,16.0,13.0,16.0
101690113,583.0,567.0,675.0,377.0,417.0,453.0,15.0,14.0,14.0
101690117,585.0,631.0,486.0,399.0,353.0,330.0,14.0,15.0,14.0
101690118,687.0,705.0,572.0,561.0,543.0,676.0,13.0,14.0,11.0
101690120,779.0,681.0,611.0,469.0,567.0,637.0,15.0,13.0,12.0
101690134,,,615.0,,,105.0,,,21.0
101690141,,,648.0,,,72.0,,,22.0
101690155,,,622.0,,,98.0,,,21.0
200610012,699.0,707.0,654.0,261.0,253.0,306.0,17.0,18.0,16.0
200610057,14.0,21.0,,34.0,27.0,,7.0,11.0,
200610066,319.0,306.0,30.0,233.0,198.0,42.0,14.0,15.0,10.0
200610075,71.0,81.0,80.0,73.0,63.0,88.0,12.0,14.0,11.0
200610084,541.0,433.0,298.0,443.0,551.0,542.0,13.0,11.0,9.0
200610118,94.0,49.0,,146.0,47.0,,9.0,12.0,
200610127,441.0,407.0,342.0,327.0,361.0,474.0,14.0,13.0,10.0
200610136,48.0,11.0,,,37.0,,24.0,6.0,
200610145,615.0,583.0,420.0,369.0,377.0,444.0,15.0,15.0,12.0
200610172,17.0,48.0,,31.0,,,9.0,24.0,
200610181,642.0,338.0,109.0,438.0,454.0,155.0,14.0,10.0,10.0
200610199,16.0,29.0,41.0,32.0,19.0,31.0,8.0,15.0,14.0
200610206,366.0,366.0,288.0,402.0,402.0,528.0,11.0,11.0,8.0
200610233,16.0,10.0,24.0,8.0,14.0,,16.0,10.0,24.0
200610242,387.0,328.0,344.0,309.0,224.0,232.0,13.0,14.0,14.0
200610278,675.0,601.0,160.0,597.0,431.0,176.0,13.0,14.0,11.0
200610296,16.0,29.0,56.0,8.0,19.0,40.0,16.0,15.0,14.0
200610303,330.0,371.0,347.0,246.0,301.0,373.0,14.0,13.0,12.0
200610312,22.0,18.0,146.0,2.0,30.0,94.0,22.0,9.0,15.0
200610321,608.0,621.0,500.0,496.0,651.0,676.0,13.0,12.0,10.0
200610339,24.0,75.0,66.0,,21.0,30.0,24.0,19.0,17.0
200610348,526.0,655.0,583.0,458.0,473.0,545.0,13.0,14.0,12.0
200610454,192.0,203.0,100.0,144.0,133.0,20.0,14.0,15.0,20.0
200610481,308.0,117.0,,196.0,75.0,,15.0,15.0,
200610499,63.0,70.0,,57.0,50.0,,13.0,14.0,
200610515,30.0,28.0,80.0,18.0,20.0,16.0,15.0,14.0,20.0
200610524,887.0,776.0,648.0,601.0,712.0,744.0,14.0,13.0,11.0
200610533,29.0,24.0,,19.0,24.0,,15.0,12.0,
200610542,731.0,580.0,651.0,349.0,596.0,477.0,16.0,12.0,14.0
200610551,310.0,548.0,214.0,362.0,172.0,218.0,11.0,18.0,12.0
200610596,195.0,149.0,150.0,93.0,139.0,138.0,16.0,12.0,13.0
200610621,13.0,36.0,24.0,11.0,12.0,,13.0,18.0,24.0
200610639,520.0,524.0,331.0,272.0,268.0,293.0,16.0,16.0,13.0
200610648,18.0,129.0,227.0,30.0,87.0,109.0,9.0,14.0,16.0
200610657,906.0,916.0,775.0,414.0,404.0,545.0,16.0,17.0,14.0
200610666,242.0,261.0,217.0,118.0,99.0,143.0,16.0,17.0,14.0
200610709,248.0,381.0,377.0,184.0,171.0,295.0,14.0,17.0,13.0
200610772,25.0,64.0,44.0,23.0,32.0,100.0,13.0,16.0,7.0
200610781,470.0,511.0,478.0,490.0,617.0,746.0,12.0,11.0,9.0
200610815,,,,,,,,,
200611001,796.0,981.0,871.0,596.0,627.0,641.0,14.0,15.0,14.0
200611152,355.0,474.0,153.0,389.0,438.0,231.0,11.0,12.0,10.0
200611188,639.0,564.0,333.0,441.0,540.0,483.0,14.0,12.0,10.0
200611197,155.0,144.0,118.0,85.0,72.0,98.0,16.0,16.0,13.0
200611213,68.0,60.0,66.0,52.0,36.0,30.0,14.0,15.0,17.0
200611222,104.0,97.0,78.0,88.0,71.0,90.0,13.0,14.0,11.0
200611249,83.0,102.0,97.0,109.0,66.0,71.0,10.0,15.0,14.0
200611258,151.0,97.0,92.0,41.0,71.0,76.0,19.0,14.0,13.0
200611267,123.0,96.0,116.0,45.0,72.0,52.0,18.0,14.0,17.0
200611285,92.0,95.0,56.0,100.0,73.0,64.0,12.0,14.0,11.0
200611294,72.0,55.0,72.0,72.0,65.0,72.0,12.0,11.0,12.0
200611319,41.0,54.0,34.0,79.0,42.0,62.0,8.0,14.0,9.0
200611328,305.0,254.0,230.0,319.0,322.0,346.0,12.0,11.0,10.0
200611337,91.0,47.0,80.0,29.0,49.0,40.0,18.0,12.0,16.0
200611346,99.0,114.0,87.0,93.0,102.0,153.0,12.0,13.0,9.0
200611355,141.0,93.0,132.0,51.0,99.0,60.0,18.0,12.0,17.0
200611391,195.0,193.0,208.0,117.0,95.0,104.0,15.0,16.0,16.0
200611407,71.0,55.0,69.0,25.0,41.0,27.0,18.0,14.0,17.0
200611416,178.0,124.0,163.0,110.0,116.0,77.0,15.0,12.0,16.0
200611425,217.0,119.0,120.0,47.0,121.0,120.0,20.0,12.0,12.0
200611434,114.0,104.0,153.0,78.0,88.0,63.0,14.0,13.0,17.0
200611443,141.0,149.0,70.0,123.0,91.0,50.0,13.0,15.0,14.0
200611479,97.0,72.0,81.0,47.0,72.0,63.0,16.0,12.0,14.0
200611488,245.0,164.0,146.0,115.0,148.0,166.0,16.0,13.0,11.0
200611504,78.0,68.0,78.0,90.0,76.0,66.0,11.0,11.0,13.0
200611549,96.0,115.0,91.0,96.0,77.0,149.0,12.0,14.0,9.0
200611558,1049.0,877.0,858.0,535.0,731.0,630.0,16.0,13.0,14.0
200611576,701.0,758.0,696.0,667.0,634.0,672.0,12.0,13.0,12.0
200611585,154.0,117.0,134.0,206.0,195.0,154.0,10.0,9.0,11.0
200611637,24.0,18.0,29.0,,6.0,19.0,24.0,18.0,15.0
200611646,76.0,43.0,62.0,44.0,53.0,34.0,15.0,11.0,16.0
200611673,343.0,287.0,384.0,233.0,289.0,288.0,14.0,12.0,14.0
200611682,11.0,20.0,,13.0,28.0,,11.0,10.0,
200611691,100.0,137.0,110.0,92.0,31.0,58.0,13.0,20.0,16.0
200611734,19.0,35.0,32.0,29.0,37.0,40.0,10.0,12.0,11.0
200611743,197.0,227.0,198.0,115.0,181.0,210.0,15.0,13.0,12.0
200611761,174.0,305.0,243.0,210.0,175.0,285.0,11.0,15.0,11.0
200611779,105.0,83.0,91.0,135.0,157.0,101.0,11.0,8.0,11.0
200611788,408.0,514.0,273.0,528.0,542.0,375.0,10.0,12.0,10.0
200611804,61.0,41.0,35.0,11.0,31.0,37.0,20.0,14.0,12.0
